Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months
Balrampur Chini,500038.0,BALRAMCHIN,Sugar,436.25,11.92,5.73,3928586,2311482,1599331,485.9,343.45,525.9,29.3,1.52,-2.94,13.6,402.75,394.94,401.65,394.6,59.44,13.34,14.27,13.47,13.51,11.71,6.03,24.7,2402616,15.96,17.95,8801.32,500038.0_BALRAMCHIN,1.57,-194.84,10.89,1.43,9.87,-13.96,46.43,122.7,16.57,3400.96,1.57,9.87,13.08,0.01,3.76,5281.85,-0.89,0.59,1.69,11.32,258.99,-22.82,0.0,65.08,10.24,26.99,0.9,1.25,11.32,316.99,49.47,14.24,42.66,128.75,49.48,4.97,43.26,2009.15,20.17,0.0,3380.79,1878.62,0.99,6085.96,3409.43,0.0,810.84,2639.39,45.5,339.42,3034.91,2120.03,0.0,0.0,2.05,6085.96,2596.96,0.9,2868.77,125.57,1.0,2.96,4.88,295.06,20.17,1879.61,2002.2,2598.59,3409.43,24.29,2059.37,2194.15,1917.65,1031.83,1240.38,1734.01,1782.28,1527.08,1598.58,1421.56,1412.3,5593.74,14.05,534.47,16.22,26.49,0.0,5593.74,786.18,206.02,992.2,166.36,825.84,83.63,742.21,207.74,534.47,0.0,534.47,60.51,70.02,398.56,14.05,9.55,786.18,83.63,166.36,26.49,825.84,534.47,111.21,207.74,206.02,202403.0,4665.86,521.54,64.93,585.52,129.5,456.02,48.65,408.32,124.15,283.51,0.95,284.17,50.42,11.18,6.08,14.09,5651.01,585.54
Banco Products,500039.0,BANCOINDIA,Auto Ancillaries,691.65,13.75,10.06,227048,665744,102133,733.95,298.3,733.95,12.1,0.57,10.29,15.94,623.92,569.5,621.31,568.32,64.93,19.65,17.65,10.21,7.85,128.21,62.3,41.28,238063,17.64,17.69,4946.61,500039.0_BANCOINDIA,1.79,68.55,11.54,2.24,17.98,0.58,38.15,-0.23,26.85,1051.5,1.79,17.98,13.82,0.01,1.56,1520.05,4.99,0.42,1.85,0.0,649.48,-7.64,0.01,90.35,5.73,131.95,0.94,2.9,0.0,354.31,10.8,25.3,85.36,147.72,10.8,7.25,72.6,422.97,14.3,0.0,1037.2,288.58,128.99,2027.49,904.15,0.54,545.09,454.05,9.82,0.0,1506.06,671.55,0.0,0.0,18.41,2027.49,1056.18,201.4,922.04,480.94,2.0,63.46,0.0,396.93,7.15,417.57,1075.84,359.05,904.15,18.47,685.26,638.22,480.16,353.98,14.23,39.88,38.37,172.29,189.78,184.25,192.47,2768.43,15.25,271.4,26.55,37.95,0.0,2768.43,422.32,37.73,460.05,75.99,384.06,21.36,362.7,91.3,271.4,0.0,271.4,0.0,57.87,281.89,15.25,9.8,422.32,21.36,75.99,37.95,384.06,271.4,103.82,91.3,37.73,202403.0,2331.82,365.55,14.2,381.23,56.35,324.88,12.58,310.82,75.25,236.67,-1.48,235.58,157.3,15.68,10.15,32.94,2653.86,254.27
Century Textiles,500040.0,CENTURYTEX,Paper,2314.5,38.21,85.82,498473,223144,235127,2396.6,842.0,2396.6,51.37,-0.04,-0.6,14.68,2063.67,1596.26,2053.39,1589.03,59.81,71.76,70.91,67.36,66.26,168.77,55.72,38.83,418948,24.02,23.4,25851.95,500040.0_CENTURYTEX,5.73,-202.09,40.2,1.72,13.67,-2.16,58.65,-74.18,57.52,3979.13,5.73,13.67,57.59,-0.04,41.43,6439.16,-2.19,0.68,2.38,110.52,113.54,-8.85,0.01,94.72,3.43,174.88,0.97,23.08,110.52,190.42,-81.99,6.59,658.39,236.99,-81.98,5.35,869.27,2501.69,111.69,0.0,3867.44,638.62,420.69,10510.16,7879.26,0.0,3963.34,3734.73,57.22,691.65,6020.86,3501.75,0.0,0.0,188.36,10510.16,2647.21,20.15,4725.77,165.63,10.0,401.5,1484.49,748.27,11.17,1059.31,1185.54,3915.92,7879.26,226.1,521.22,57.96,-604.85,,1048.51,1020.15,5700.09,,4139.21,4430.45,7309.4,4513.54,14.15,255.13,8.3,4.52,0.0,4513.54,638.8,-188.01,695.27,209.87,485.4,35.51,205.41,145.03,255.13,-244.48,60.38,55.84,58.21,320.8,14.15,6.75,638.8,35.51,209.87,4.52,485.4,60.38,117.45,145.03,-188.01,202403.0,4799.65,525.49,161.73,552.87,227.08,325.79,53.89,406.25,141.7,176.88,134.35,264.55,55.84,10.95,3.69,24.34,4272.44,182.43
Bannari Amm.Sug.,500041.0,BANARISUG,Sugar,3220.0,29.15,22.44,8862,8538,4127,3416.8,2189.2,3416.8,370.0,2.45,-4.12,32.26,2700.37,2607.05,2682.3,2601.67,64.23,198.75,203.31,156.56,146.01,13.92,19.55,17.37,2709,8.49,11.49,4037.78,500041.0_BANARISUG,1.82,22.89,14.43,2.09,8.07,1.75,46.83,-67.93,-45.17,1688.4,1.82,8.07,17.68,0.03,3.19,2223.07,8.17,0.29,1.42,0.0,2708.12,-11.9,0.0,83.97,5.76,47.09,0.94,1.64,0.0,1918.19,14.68,10.19,63.34,831.82,14.72,5.39,184.96,486.08,12.54,0.0,1675.86,363.95,217.29,2434.96,1706.76,0.0,628.18,1070.84,112.46,3.1,1192.72,571.49,0.0,1.69,1.48,2434.96,1039.77,0.5,1008.79,134.16,10.0,6.97,5.79,79.2,1.25,581.24,1017.54,1078.58,1706.76,21.74,1118.83,849.01,797.41,1077.98,871.66,768.99,1037.91,1052.3,953.61,1026.33,1103.32,2220.32,13.8,152.3,11.86,121.45,0.0,2220.32,306.4,6.7,313.1,57.59,255.51,31.65,223.86,71.56,152.3,0.0,152.3,0.0,68.16,149.0,13.8,6.86,306.4,31.65,57.59,121.45,255.51,152.3,40.56,71.56,6.7,202403.0,2525.58,304.21,39.36,343.56,74.04,269.52,49.32,220.21,76.82,143.38,0.01,143.39,15.68,12.05,5.68,114.35,2455.6,180.39
BASF India,500042.0,BASF,Chemicals,5001.65,41.14,67.0,60005,25401,13226,5379.0,2421.35,5379.0,148.0,-1.63,-3.66,19.04,4454.42,3570.33,4428.71,3555.11,62.82,239.48,250.71,232.67,230.97,93.81,24.63,31.06,33829,16.34,19.01,21652.16,500042.0_BASF,1.58,47.1,21.99,1.59,49.87,0.48,16.9,15.31,1.01,3223.58,1.58,49.87,27.42,0.1,0.28,3146.24,14.9,0.11,2.14,11.53,3173.52,1.23,0.02,87.62,6.81,107.03,0.93,3.19,11.53,1476.75,26.89,26.22,261.17,537.19,26.88,8.07,134.36,156.07,43.29,0.0,3180.29,0.0,105.85,7232.96,1908.95,0.0,1116.06,758.74,61.48,0.01,6096.54,3826.53,0.0,0.0,201.4,7232.96,2326.02,156.07,2116.05,2521.93,10.0,624.28,74.85,3547.93,4.33,105.85,1795.75,792.89,1908.95,18.77,900.77,1114.18,886.86,928.01,285.86,912.21,1274.55,1067.3,817.1,956.98,1222.39,13767.48,6.46,563.35,25.04,130.15,0.0,13767.48,889.91,75.78,965.69,191.21,774.48,15.53,758.95,195.6,563.35,0.0,563.35,64.94,82.96,392.14,6.46,4.09,889.91,15.53,191.21,130.15,774.48,563.35,195.6,195.6,75.78,202403.0,13644.77,686.64,52.75,711.77,182.08,529.69,13.91,543.4,140.51,382.57,27.62,402.89,34.63,5.03,2.8,93.08,13684.4,484.23
Bata India,500043.0,BATAINDIA,Leather / Leather Products,1506.55,10.16,-5.11,646615,869758,2231436,1771.45,1269.0,2262.0,38.0,-0.48,4.05,10.86,1413.11,1473.92,1409.0,1473.52,69.42,24.93,21.23,24.97,24.98,-9.65,-1.61,0.69,385664,15.58,8.61,19363.28,500043.0_BATAINDIA,5.57,54.94,23.99,2.11,4.35,-27.02,31.32,9.78,-11.69,1526.89,5.57,4.35,39.98,0.03,5.17,2602.07,12.67,0.91,2.17,58.75,186.27,-5.1,0.02,47.6,14.86,18.85,0.85,3.32,58.75,233.65,42.77,15.4,841.64,84.8,42.78,11.83,304.54,1357.29,64.26,0.0,1462.63,0.0,1246.45,3349.76,1822.35,0.0,430.51,1510.86,1.57,0.5,1550.53,735.26,0.0,0.0,39.06,3349.76,1089.64,1357.29,929.55,80.13,5.0,407.97,15.65,299.68,12.85,1246.45,1026.98,1391.84,1822.35,3.77,1317.75,1210.77,867.07,460.29,1032.28,0.0,0.0,0.0,1119.51,316.51,267.95,3478.61,22.59,291.57,18.26,20.42,0.0,3478.61,785.9,20.82,847.62,339.08,508.54,117.01,350.63,88.12,291.57,-40.9,262.51,154.22,42.9,419.96,22.59,8.38,785.9,117.01,339.08,20.42,508.54,262.51,101.46,88.12,20.82,202403.0,3451.57,804.18,38.68,841.77,294.78,546.99,118.24,429.84,106.83,322.21,1.09,323.0,173.5,23.3,9.34,25.13,3459.33,264.48
BEML Ltd,500048.0,BEML,Engineering,4468.25,35.98,57.64,1085422,504204,279818,4875.95,1519.0,4875.95,85.86,0.68,-1.38,0.85,4042.99,3185.34,4026.86,3172.75,55.39,142.83,152.05,145.12,145.69,173.82,59.73,43.26,578232,19.92,21.58,18605.81,500048.0_BEML,4.59,57.79,38.53,2.46,10.78,1.89,69.59,432.78,44.57,2667.97,4.59,10.78,44.38,0.03,0.25,3386.19,11.61,0.03,1.98,30.29,597.56,-0.33,0.0,87.85,8.37,194.14,0.92,8.49,30.29,988.63,40.61,11.41,461.69,678.21,40.65,7.77,72.45,70.9,41.77,0.0,2626.2,370.84,10.64,5445.34,1036.43,0.0,488.46,528.13,36.71,0.0,4646.76,1886.82,0.0,0.0,0.0,5445.34,2821.35,10.34,2255.9,1439.19,10.0,8.86,151.42,759.62,4.16,381.48,2936.67,547.97,1036.43,22.71,3516.15,2335.33,2289.94,2478.64,751.72,403.62,437.53,957.78,600.73,630.88,583.37,4054.32,10.91,281.77,15.18,67.73,0.0,4054.32,442.23,42.24,484.47,63.83,420.64,39.02,381.62,99.85,281.77,0.0,281.77,85.36,51.67,822.23,10.91,6.95,442.23,39.02,63.83,67.73,420.64,281.77,105.05,99.85,42.24,202403.0,3898.95,368.94,22.1,377.91,64.08,313.83,49.25,277.71,119.81,150.43,13.13,157.89,41.77,9.46,3.86,37.96,3928.61,182.67
Bharat Electron,500049.0,BEL,Electronics - Components,307.9,38.42,67.75,72268070,31195320,26698213,323.0,121.05,323.0,5.5,0.65,-1.24,3.36,272.92,208.29,271.57,207.31,59.0,11.53,12.21,12.96,13.31,143.26,71.9,52.0,27624235,29.83,30.06,225068.05,500049.0_BEL,11.11,80.85,37.46,1.55,738.56,3.5,59.4,108.85,105.76,16326.47,11.11,738.56,40.61,0.1,0.02,15967.44,18.35,0.15,2.3,53.2,76.97,3.82,0.04,92.57,4.64,154.44,0.95,5.06,53.2,52.34,48.32,30.57,776.45,16.47,48.32,11.01,125.31,62.51,730.98,0.0,15595.49,0.0,61.34,39526.68,5541.22,0.0,2578.36,3472.51,456.42,682.23,34062.98,22026.73,449.1,0.0,2387.8,39526.68,12038.51,62.51,7446.89,7392.38,1.0,11056.59,14822.98,3706.31,730.98,61.34,9485.59,2962.86,5541.22,854.94,6887.41,5425.69,5332.61,6197.15,2.52,33.63,63.58,0.44,2652.14,2297.6,1501.1,20268.24,24.9,3984.52,34.75,5.45,0.0,20268.24,5046.41,670.14,5716.55,443.2,5273.35,7.14,5266.21,1323.1,3984.52,0.0,3985.24,2119.84,52.18,2489.49,24.9,19.66,5046.41,7.14,443.2,5.45,5273.35,3985.24,1386.83,1323.1,670.14,202403.0,17734.44,4089.76,280.8,4363.17,428.82,3934.35,18.83,3922.91,982.56,2978.92,7.39,2986.24,1315.76,23.06,16.81,4.08,18183.28,3570.58
Bhansali Engg.,500052.0,BEPL,Petrochemicals,129.1,37.62,16.02,3512892,1958621,2971071,137.6,81.6,149.67,3.3,-0.47,-1.84,38.06,106.14,98.26,105.18,97.94,69.68,8.79,8.58,6.54,5.98,47.95,3.04,25.62,1309862,16.79,26.19,3212.75,500052.0_BEPL,2.61,15.22,11.79,7.3,1214.5,0.57,57.65,3.22,10.05,921.38,2.61,1214.5,12.26,0.23,0.0,855.77,21.06,0.0,1.2,55.39,106.34,6.49,0.08,82.86,6.98,56.86,0.93,1.48,55.39,77.57,13.86,33.47,61.42,28.3,13.86,8.78,77.03,0.0,24.89,0.0,896.49,0.0,0.0,1054.37,297.82,0.0,165.26,132.56,18.94,1.13,816.05,111.78,0.0,0.0,0.72,1054.37,704.27,0.0,135.83,229.93,1.0,207.32,0.0,90.32,24.89,0.0,786.99,139.58,295.85,0.4,530.56,175.61,212.02,114.37,0.0,0.0,137.1,58.58,140.82,143.5,93.0,1221.73,17.35,179.69,24.44,7.22,0.0,1221.73,212.03,40.63,252.6,9.7,242.9,0.2,242.76,63.03,179.69,0.06,179.73,99.56,68.09,54.93,17.35,14.71,212.03,0.2,9.7,7.22,242.9,179.73,62.95,63.03,40.63,202403.0,1362.56,176.97,28.91,205.75,9.92,195.83,1.17,194.79,58.86,135.84,0.13,135.93,282.03,12.99,9.97,5.46,1228.46,152.45
Bihar Sponge,500058.0,__NA__,Steel - Sponge Iron,16.14,2.4,47.18,34924,42529,61280,22.44,8.01,61.0,0.33,4.94,8.16,6.81,14.54,13.52,14.51,13.5,63.65,0.11,0.03,-0.05,-0.1,73.98,10.79,78.03,85484,36.63,14.42,145.59,500058.0___NA__,0.55,88.05,15.05,0.71,,0.44,-2.65,297.35,5.27,-55.74,0.55,,23.6,-0.05,4.53,49.34,6.54,-1.89,-3.11,0.0,,-69.76,0.02,56.34,28.07,101.5,0.72,1.54,0.0,,7.59,21.32,,-0.78,7.59,2.4,32.43,33.71,90.21,0.0,-145.95,21.25,114.56,182.09,320.69,41.13,263.39,53.3,3.11,0.0,101.69,142.47,0.0,0.0,71.37,182.09,-7.07,0.0,88.02,0.0,10.0,3.51,1.61,100.1,9.02,135.81,18.48,57.3,320.69,1.61,-1.52,-75.48,-83.95,-72.45,121.27,94.55,94.09,128.6,41.73,47.91,56.53,266.65,-5.19,7.44,29.46,0.82,0.0,266.65,-13.84,25.52,11.68,4.23,7.45,0.0,7.45,0.0,7.44,0.0,7.44,0.0,89.04,2.24,-5.19,2.79,-13.84,0.0,4.23,0.82,7.45,7.44,0.0,0.0,25.52,202403.0,463.37,14.12,2.41,16.3,4.25,12.05,0.15,12.13,0.0,11.91,0.23,12.14,0.0,3.05,2.57,1.35,305.36,7.26
Binani Industrie,500059.0,BINANIIND,Miscellaneous,15.84,4.03,-3.02,22864,26580,20642,21.12,13.22,408.0,5.2,0.51,-2.6,-8.9,16.34,16.82,16.36,16.83,42.64,-0.23,-0.22,-0.14,-0.11,-12.44,,2.84,24021,-20.06,-19.79,49.67,500059.0_BINANIIND,,-12.21,-30.94,0.06,,,,57.82,,-193.08,,,-30.94,-4.83,-24.06,-24.41,23.56,-0.89,-0.09,0.0,,-345.38,0.05,33.16,25.0,19.82,0.75,-0.18,0.0,,-7.86,-132.14,,-7.77,-7.85,-15.49,-27.9,172.03,31.38,0.0,-224.46,0.0,173.52,15.73,0.0,0.0,0.0,0.0,0.0,0.0,12.37,208.81,0.0,0.0,0.0,15.73,-24.41,0.0,0.0,0.01,10.0,0.48,0.0,10.01,3.14,173.52,-17.07,0.0,0.0,0.0,112.84,-144.39,-620.08,-1253.71,335.83,2197.81,6564.3,5127.29,19.22,2169.46,5212.88,0.0,,-7.15,,-2.28,0.0,0.0,-7.43,0.28,-7.15,0.0,-7.15,0.0,-7.15,0.0,-7.15,0.0,-7.15,0.0,,0.76,,-3989.33,-7.43,0.0,0.0,-2.28,-7.15,-7.15,0.0,0.0,0.28,202403.0,1.5,-56.13,-90.81,-56.06,0.16,-56.22,3.62,-150.72,0.0,-59.84,-90.88,-150.72,0.0,-3742.0,-3989.33,-48.05,0.42,-150.89
Birla Cable,500060.0,BIRLACABLE,Cables - Telephone,243.05,-4.71,-14.33,139315,77263,64733,432.55,164.0,432.55,5.7,0.83,-3.07,3.94,247.9,253.55,248.18,253.67,46.14,-0.12,0.23,0.07,0.12,42.59,29.91,21.36,372033,28.09,14.0,729.15,500060.0_BIRLACABLE,1.06,-39.45,15.98,2.42,3.03,-2.36,38.96,-60.96,7.87,251.91,1.06,3.03,19.81,-0.14,7.36,384.54,-4.76,8.3,1.83,23.34,245.24,-286.27,0.01,29.44,43.81,48.2,0.56,6.88,23.34,119.01,44.73,14.63,93.72,89.02,44.73,5.83,499.42,165.43,30.0,0.0,221.91,113.17,15.49,458.93,151.57,0.0,68.42,117.47,0.0,37.34,299.23,123.46,0.0,28.23,1925.21,458.93,267.07,0.13,76.19,213.48,10.0,3.28,3.84,25.06,3.0,128.66,239.78,83.15,151.57,3.34,147.85,139.98,57.76,69.13,70.91,59.35,40.18,47.72,79.07,67.48,55.02,685.5,5.95,22.49,11.6,7.5,0.0,685.5,40.8,14.99,55.79,10.79,45.0,14.87,30.13,7.64,22.49,0.0,22.49,5.25,79.6,32.35,5.95,3.28,40.8,14.87,10.79,7.5,45.0,22.49,4.91,7.64,14.99,202403.0,792.2,63.71,4.35,68.22,10.63,57.59,12.91,44.52,11.03,33.61,-0.16,33.49,7.5,8.04,4.24,11.16,756.08,33.98
Blue Star,500067.0,BLUESTARCO,Air-conditioners,1651.6,24.7,73.57,346934,184809,152957,1797.95,701.7,1797.95,24.5,1.04,-3.5,3.69,1547.99,1239.8,1544.46,1235.84,53.36,37.68,42.8,47.69,50.19,113.08,57.9,33.58,358422,27.39,26.78,33959.34,500067.0_BLUESTARCO,3.51,-486.67,47.45,1.3,10.59,4.83,13.93,58.98,48.48,2610.08,3.51,10.59,54.98,0.04,0.59,2640.42,-2.88,0.22,2.3,34.68,456.68,-0.57,0.01,86.65,8.14,135.37,0.92,9.54,34.68,240.08,117.41,23.22,1068.63,65.6,117.42,10.78,212.63,242.93,41.12,0.0,2568.96,208.57,453.38,6618.25,1347.37,0.0,488.48,1183.54,108.06,266.8,5040.03,3879.61,0.0,0.0,326.9,6618.25,1348.82,76.31,1407.18,1952.56,2.0,377.37,454.15,2616.6,19.26,661.95,773.78,858.89,1347.37,83.32,448.68,547.56,360.99,490.8,510.13,347.56,221.12,494.4,383.56,400.2,356.11,9685.36,6.87,414.31,25.36,20.18,0.0,9685.36,664.94,47.91,712.85,97.61,615.24,58.08,557.16,142.85,414.31,0.0,414.31,143.92,76.32,749.48,6.87,4.28,664.94,58.08,97.61,20.18,615.24,414.31,134.89,142.85,47.91,202403.0,7977.32,499.73,195.13,520.66,84.78,435.88,54.7,555.38,154.69,274.85,174.2,400.69,115.56,6.26,3.45,20.79,8981.42,479.89
Disa India,500068.0,__NA__,Engineering,15731.3,11.46,-3.49,168,114,372,17676.05,10001.55,17676.05,345.0,1.55,-1.44,1.04,15194.19,14001.62,15182.09,13986.65,49.35,160.86,194.8,247.7,269.41,53.36,42.77,23.38,173,17.58,15.24,2287.65,500068.0___NA__,6.96,89.68,31.31,2.11,85.86,5.48,58.71,128.87,57.88,245.91,6.96,85.86,33.74,0.15,0.03,239.69,11.21,0.03,1.58,33.82,3390.21,9.83,0.09,74.66,11.0,57.29,0.89,4.82,33.82,3349.52,42.24,23.56,475.83,1286.0,40.95,11.36,173.83,1.19,1.45,0.0,244.46,0.0,2.94,419.68,94.15,0.0,46.29,45.97,0.82,0.0,364.55,172.84,0.0,0.0,5.74,419.68,192.9,1.19,84.35,30.97,10.0,231.8,76.51,46.2,0.15,2.94,163.19,47.86,94.15,0.0,155.11,111.86,68.88,,5.74,0.0,0.0,,26.01,21.96,22.73,328.55,15.25,44.76,25.97,294.87,0.0,328.55,50.11,13.04,65.7,4.74,60.96,0.71,57.7,14.82,44.76,-2.55,42.88,14.5,59.1,44.7,15.25,13.62,50.11,0.71,4.74,294.87,60.96,42.88,15.26,14.82,13.04,202403.0,261.9,34.84,10.53,45.28,4.51,40.77,0.63,40.23,10.46,29.7,0.09,29.77,15.95,13.3,11.34,204.72,308.45,40.05
Quest Capital,500069.0,__NA__,Finance & Investments,394.95,19.22,3.16,10811,12944,22453,438.95,247.0,438.95,3.3,-0.8,3.98,6.96,374.71,336.91,373.75,336.3,59.03,5.19,4.67,5.6,5.7,48.56,27.2,34.76,4215,27.26,29.92,394.95,500069.0___NA__,14.93,241.31,14.01,74.93,,2.0,111.75,1741.49,1526.28,986.42,14.93,,14.01,2.51,0.0,29.57,0.2,0.0,0.88,12.41,398.76,7.52,0.04,77.08,10.02,59.9,0.9,-51.13,12.41,668.74,20.38,3.58,7.64,29.57,20.38,2.09,22.82,0.0,10.0,0.0,976.42,0.0,0.0,1035.79,0.0,0.0,0.0,0.0,0.0,963.23,29.97,0.4,0.0,0.0,0.0,1035.79,29.57,0.0,0.1,0.0,10.0,29.69,0.0,0.05,1.0,0.0,4.08,0.0,0.0,0.0,38.45,23.86,31.47,27.31,0.0,1.38,18.6,16.46,0.6,0.2,0.4,26.46,97.96,20.15,3.14,20.15,0.0,26.46,25.92,0.16,26.08,0.0,26.08,0.0,26.08,5.92,20.15,0.0,20.15,2.5,0.0,0.26,97.96,76.15,25.92,0.0,0.0,20.15,26.08,20.15,5.91,5.92,0.16,202403.0,32.1,23.74,0.03,23.77,0.0,23.77,0.0,23.77,4.9,18.86,0.0,18.86,2.5,73.96,58.75,18.86,25.13,19.35
BPL,500074.0,BPL,Electronics - Components,134.55,25.12,45.2,1362119,964217,363127,138.99,58.25,176.65,7.5,4.71,-3.11,35.98,107.16,94.19,106.29,93.84,68.63,7.73,7.48,5.05,4.38,115.97,51.57,42.52,526967,8.49,21.22,658.96,500074.0_BPL,9.88,899.45,33.52,0.59,27.03,0.62,-107.86,-80.95,12.21,249.54,9.88,27.03,37.31,0.39,0.64,-42.93,0.29,0.74,1.75,0.0,33.47,-26.58,0.01,93.82,3.59,130.04,0.96,11.3,0.0,56.13,87.55,6.58,127.26,-14.62,87.5,3.22,2050.84,8.57,48.98,0.0,200.56,1.58,0.0,446.63,48.83,0.0,25.09,25.25,3.47,239.68,116.72,196.94,0.0,0.0,175.11,446.63,-71.65,0.0,4.81,21.39,10.0,9.22,0.5,5.6,4.9,1.58,-87.82,23.74,48.83,0.15,-54.85,-30.74,-41.03,2.85,12.62,9.31,23.98,0.0,22.61,7.77,9.86,66.43,21.65,13.46,7.09,2.75,0.0,66.43,14.38,5.18,19.56,1.99,17.57,0.65,16.92,3.46,13.46,0.0,13.46,0.0,48.71,8.38,21.65,20.26,14.38,0.65,1.99,2.75,17.57,13.46,0.0,3.46,5.18,202403.0,52.22,6.64,9.65,16.33,1.69,14.64,1.43,13.17,7.45,5.73,-0.04,5.72,0.0,12.72,10.97,1.17,65.7,15.84
Oriental Aromat.,500078.0,OAL,Chemicals,389.45,15.55,-3.11,39047,23459,20903,503.2,293.0,1148.0,7.88,1.3,-0.19,11.53,361.33,364.28,360.39,364.08,58.89,9.31,9.42,8.31,8.05,12.07,-22.41,12.54,41766,9.87,16.21,1310.63,500078.0_OAL,1.57,-45.68,27.74,1.9,1.69,-4.62,48.21,287.74,9.66,632.35,1.57,1.69,43.68,0.0,22.61,846.74,-3.39,0.32,1.57,18.49,81.99,-14.76,0.01,45.88,22.61,32.92,0.77,1.65,18.49,106.92,9.26,6.91,298.1,119.65,9.24,4.44,129.51,205.75,16.83,0.0,615.52,228.84,2.19,994.95,385.69,0.0,112.98,270.28,173.23,0.0,528.56,278.16,0.0,0.0,0.0,994.95,403.23,1.66,277.17,180.53,5.0,12.33,0.59,81.95,3.37,231.03,539.22,272.71,385.69,52.65,396.95,349.32,214.35,,77.86,183.41,104.79,,236.48,244.81,211.36,836.4,5.61,9.1,4.06,2.7,0.0,836.4,46.94,7.28,54.22,19.79,34.43,20.37,14.06,4.95,9.1,0.0,9.1,1.68,68.33,53.9,5.61,1.09,46.94,20.37,19.79,2.7,34.43,9.1,4.72,4.95,7.28,202403.0,853.64,54.24,5.7,59.97,19.43,40.54,13.03,27.48,7.74,19.76,-0.03,19.74,1.68,6.35,2.31,5.87,815.26,0.17
Century Extrus.,500083.0,CENTEXT,Aluminium and Aluminium Products,20.75,-2.31,-1.84,320966,241936,204869,32.39,9.5,32.39,0.67,2.12,-7.89,9.84,20.22,19.06,20.21,19.05,49.4,0.48,0.58,0.56,0.58,106.29,28.4,38.76,443344,22.71,27.15,166.0,500083.0_CENTEXT,0.44,35.75,8.5,1.44,2.13,1.87,21.18,-40.72,-3.29,73.05,0.44,2.13,9.93,0.03,6.45,109.2,3.99,1.04,2.0,0.0,11.3,-36.2,0.08,49.15,35.94,118.42,0.64,1.11,0.0,13.83,14.59,17.11,52.03,9.93,14.59,5.68,161.17,48.07,8.0,0.0,65.05,46.69,0.0,159.25,90.88,0.0,66.34,29.38,0.39,0.0,116.95,81.29,0.0,0.0,28.15,159.25,79.43,0.0,39.63,35.35,1.0,16.13,0.0,28.46,8.0,46.69,80.49,24.54,90.88,0.13,58.41,57.65,38.07,21.97,39.86,54.73,36.39,38.61,28.35,24.37,30.4,375.1,6.06,7.24,17.11,0.93,0.0,375.1,22.73,0.87,23.28,3.35,19.93,9.36,10.89,3.44,7.24,0.32,7.45,0.0,76.74,17.76,6.06,1.93,22.73,9.36,3.35,0.93,19.93,7.45,3.7,3.44,0.87,202403.0,372.01,21.72,-1.12,22.07,3.05,19.02,8.91,8.64,2.67,6.95,-1.47,5.97,0.0,5.84,1.87,0.75,362.97,6.78
